userId,firstName,lastName,gender,location,level,sessionId,itemInSession,artist,song,length
13,Ava,Robinson,F,"London, KY",free,108,0,Bouncing Souls,East Side Mags,66.01098
13,Ava,Robinson,F,"London, KY",free,108,1,Coldplay,The Scientist,311.27465
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,9,Kings Of Leon,Revelry,201.79546
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,10,Mad Caddies,Backyard,181.81179
6,Cecilia,Owens,F,"Atlanta-Sandy Springs-Roswell, GA",free,406,0,Phil Collins,The Way You Look Tonight (Live Version),239.85587
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,11,Parachute,The Mess I Made,230.5824
85,Kinsley,Young,F,"Red Bluff, CA",free,368,1,Escape The Fate,My Apocalypse,283.34975
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,12,Booka Shade,Teenage Spaceman,336.45669
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,5,Modern Lovers,Modern world,180.27057
6,Cecilia,Owens,F,"Atlanta-Sandy Springs-Roswell, GA",free,423,0,Tub Ring,Invalid,233.69098
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,13,Black Box,Everybody Everybody,247.03955
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,6,Cass Phang,Ye Feng Ling,249.05098
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,14,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),277.15873
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,7,Adina Howard,Buttnaked,210.33751
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,15,Queens Of The Stone Age,No One Knows,254.77179
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,8,Mondo Marcio,Il Solo Rimasto,218.06975
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,16,Steve Miller Band,Living In The U.S.A. (1991 Digital Remaster),242.46812
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,9,Lil Wayne / Eminem,Drop The World,229.58975
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,10,4hero feat. FACE,Stoke Up The Fire,304.71791
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,17,Toby Keith,Whiskey Girl,238.44526
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,18,Los Fabulosos Cadillacs,Muy_ Muy Temprano,353.93261
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,11,Amon Amarth,Under The Northern Star,257.27955
18,Jacob,Rogers,M,"San Diego-Carlsbad, CA",free,17,0,Markus KrunegÃÂ¥rd,Genom tunna tyger,185.5473
18,Jacob,Rogers,M,"San Diego-Carlsbad, CA",free,17,1,Michael B.,Geh Deinen Weg,197.3024
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,12,The Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man),163.21261
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,19,Sheena Easton,Strut (1993 Digital Remaster),239.62077
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,13,Skillet,Falling Inside The Black (Album Version),210.02404
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,20,The Bevis Frond,Into The Cryptic Mist,265.32526
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,14,Kingston Trio,Greenback Dollar,193.07057
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,21,The Black Keys,Ten Cent Pistol,269.29587
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,15,Jack Johnson,Times Like These,141.87057
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,16,Great White,House Of Broken Love,357.14567
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,22,Blind Melon,No Rain,217.15546
32,Lily,Burns,F,"New York-Newark-Jersey City, NY-NJ-PA",free,420,0,Aerosmith,Fly Away From Here,301.76608
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,23,311,Solar Flare,191.79057
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,17,Haloo Helsinki!,Kaaos ei karkaa,223.42485
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,24,Dakota Oak,Baker's Blue Jay Yarn,45.63546
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,25,Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin,Shortie Like Mine,268.06812
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,18,Angus & Julia Stone,Hold On,265.29914
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,26,Rammstein,Adios,228.46649
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,19,The Avett Brothers,Shame,233.84771
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,27,Jose Cid,Madrugada Na Praia Deserta,202.23955
85,Kinsley,Young,F,"Red Bluff, CA",paid,368,20,A Perfect Circle,Vanishing,291.52608
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,28,Ron Carter,I CAN'T GET STARTED,497.13587
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,29,Muse,Do We Need This?,255.08526
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,30,The Black Keys,Howlin For You,191.76444
100,Adler,Barrera,M,"New York-Newark-Jersey City, NY-NJ-PA",free,341,0,Linkin Park,Bleed It Out (Album Version),164.41424
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,31,Jonny L,Microdaze,401.52771
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,32,Dangerdoom,Crosshairs,146.85995
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,33,Jack Johnson,Breakdown,212.68853
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,34,Foo Fighters,The Pretender,271.38567
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,35,Sleater-kinney,Jumpers (Album),264.4371
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,36,Interpol,Pace Is The Trick,276.63628
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,37,Leonard Cohen,Dance Me To The End Of Love,365.94893
36,Matthew,Jones,M,"Janesville-Beloit, WI",free,392,0,Art Pepper,Star Eyes,311.90159
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,38,Trapt,Headstrong (Album Version),285.98812
36,Matthew,Jones,M,"Janesville-Beloit, WI",free,392,1,Sidewalk Prophets,You Love Me Anyway (Album),260.62322
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,39,Pearl Jam,Not For You,352.88771
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,5,Nach,El Juego Del Rap,182.41261
50,Ava,Robinson,F,"New Haven-Milford, CT",free,360,0,U.S. Bombs,U.S. Bombs,214.85669
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,6,Vasco Rossi,Colpa Del Whisky (Andrea Paci Radio Edit),233.53424
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,40,Bruce Springsteen,Streets Of Philadelphia,195.7873
50,Ava,Robinson,F,"New Haven-Milford, CT",free,360,1,Usher,Hey Daddy (Daddy's Home),224.10404
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,7,Martin Orford,Grand Designs,597.55057
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,42,Curtis Stigers,Columbus Avenue,259.49995
50,Ava,Robinson,F,"New Haven-Milford, CT",free,360,2,ManÃÂ¡,Mariposa traicionera,262.81751
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,397,0,Mariah Carey,Obsessed,242.18077
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,43,Jack Johnson,Bubble Toes,236.93016
50,Ava,Robinson,F,"New Haven-Milford, CT",free,360,3,Bill Withers,Make Love To Your Mind,383.73832
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,397,1,Postal Service,Natural Anthem (Album),307.53914
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,44,Sara Bareilles,Love On The Rocks,253.02159
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,8,Gillian Welch,Pass You By,237.26975
50,Ava,Robinson,F,"New Haven-Milford, CT",free,360,4,M83,Gone,367.5424
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,397,2,Okkervil River,Unless It's Kicks,278.54322
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,9,1200 Mics,DNA,483.39546
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,46,Chasen,Crazy Beautiful,166.16444
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,47,Jonas Steur,Sonrisa,481.38404
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,10,Franz Ferdinand,Call Me,204.14649
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,11,Recycler,Kromozom Bankal (Linathaleyco Mix),323.52608
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,431,1,Red Hot Chili Peppers,Pea (Album Version),107.31057
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,431,2,Sunny Day Real Estate,Red Elephant,198.97424
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,48,Alice In Chains,Your Decision,282.30485
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,12,Bell Orchestre,Stripes,137.82159
18,Jacob,Rogers,M,"San Diego-Carlsbad, CA",free,425,1,Linkin Park,Bleed It Out [Live At Milton Keynes],494.99383
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,431,3,Sam Cooke,Ain't Misbehavin,122.04363
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,13,Sunny Day Real Estate,Every Shining Time You Arrive (Album),253.43955
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,416,49,Eminem,I'm Shady,212.00934
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,14,Westside Connection,Call 9-1-1 (Explicit),223.60771
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,15,Kitty Wells & Roy Drusky,Remember Me_ I'm The One Who Loves You,140.64281
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,16,Big Shug,It Just Don't Stop,140.56444
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,17,Miguel Calo,El Cuatrero,171.17995
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,18,Jimi Hendrix,All Along The Watchtower,241.24036
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,19,Mangataot,Kalidafun Parts 1&2,356.62322
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,20,Scott Walker,Rosemary,199.6273
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,21,Styx,Blue Collar Man (Long Nights),247.64036
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,22,Aventura,Su veneno,240.43057
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,23,Katy Perry,Hot N Cold (Manhattan Clique Remix Radio Edit),233.53424
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,24,Black Eyed Peas,Bebot,210.15465
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,26,Boys Noize,Lava Lava,256.60036
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,27,James Blake,Air & Lack Thereof,248.78975
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,434,1,Aqua,My Mamma Said,217.57342
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,28,Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens,Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,375.19628
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,434,2,Pixies,Where Is My Mind?,229.3024
80,Tegan,Levine,F,"Portland-South Portland, ME",paid,434,3,LCD Soundsystem,Drunk Girls,221.64853
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,29,Phil Collins,Two Hearts,204.19873
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,30,The Strokes,Reptilia,218.56608
85,Kinsley,Young,F,"Red Bluff, CA",paid,427,1,4 Skins,Clockwork Skinhead,165.51138
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,31,Kate Ryan,Scream For More,239.96036
85,Kinsley,Young,F,"Red Bluff, CA",paid,427,2,Hi-Tek,God's Plan,153.67791
85,Kinsley,Young,F,"Red Bluff, CA",paid,427,3,Deborah Harry,Kiss It Better,257.41016
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,32,Octopus Project,All Of The Champs That Ever Lived,250.95791
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,33,Escape The Fate,Something,217.28608
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,34,Charttraxx Karaoke,Fireflies,225.17506
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,35,Placebo,English Summer Rain,241.52771
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,36,Frightened Rabbit,Man/Bag Of Sand,146.46812
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,37,Darius Rucker,Don't Think I Don't Think About It,181.81179
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,38,Foo Fighters,Everlong,249.99138
49,Chloe,Cuevas,F,"San Francisco-Oakland-Hayward, CA",free,405,1,White Denim,Transparency,148.55791
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,41,The Meters,Jambalaya (On The Bayou),167.00036
49,Chloe,Cuevas,F,"San Francisco-Oakland-Hayward, CA",free,405,2,Ron Carter,I CAN'T GET STARTED,497.13587
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,42,Rihanna,Te Amo,208.40444
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,43,Bayside,Kellum (Album Version),156.29016
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,44,Mariah,My All,432.19546
49,Chloe,Cuevas,F,"San Francisco-Oakland-Hayward, CA",free,405,3,She & Him,Change Is Hard,185.15546
49,Chloe,Cuevas,F,"San Francisco-Oakland-Hayward, CA",free,405,4,Ladytron,Sugar (Jagz Kooner Mix),325.14567
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,45,Soft,Dumb Blood,195.7873
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,46,The Format,Time Bomb,241.10975
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,47,Michael Jackson,In The Closet,390.5824
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,48,JLS,Don't Go,172.53832
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,49,Young Money featuring Lloyd,BedRock (Radio Edit) (feat.Lloyd),196.33587
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,50,Peter Tosh,Rock With Me,320.02567
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,51,Nick Duffy,Motor Panir,235.49342
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,52,Alanis Morissette,Right Through You (LP Version),175.82975
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,54,Muse,Supermassive Black Hole (Twilight Soundtrack Version),209.50159
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,55,Bon Iver,Brackett_ WI,242.93832
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,56,Leftover Crack,Burn Them Prisons,195.082
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,57,For Squirrels,Mighty K.C.,337.162
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,58,Fobia,Tu Me Asustas,290.40281
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,59,Indian Jewelry,Barbwire,295.83628
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,60,M.O.P.,Ante Up (Robbin Hoodz Theory),232.6722
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,61,Eminem / Dr. Dre / 50 Cent,Crack A Bottle,297.482
53,Celeste,Williams,F,"Klamath Falls, OR",free,311,0,Shakira,Estoy AquÃÂ­,571.16689
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,62,Usher Featuring Lil' Jon & Ludacris,Yeah!,250.38322
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,63,Rodrigo y Gabriela,Hanuman,223.16363
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,64,Ramones,I Wanna Be Sedated (Remastered Album Version ),149.4722
36,Matthew,Jones,M,"Janesville-Beloit, WI",paid,392,65,Mayday Parade,Miserable At Best (Album),316.9171
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,0,Eminem,Music Box,304.87465
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,1,Cut Copy,Visions,71.49669
14,Theodore,Harris,M,"Red Bluff, CA",free,418,0,Xandria,Calyx Virago,216.81587
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,2,Missy Higgins,Drop The Mirror (EP Version),274.80771
14,Theodore,Harris,M,"Red Bluff, CA",free,418,1,Mobb Deep,Shook Ones pt. 2,181.15873
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,3,Beatriz Luengo,Pretendo Hablarte,242.05016
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,4,Evanescence,Bring Me To Life,237.11302
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,5,OceanLab,Clear Blue Water,440.842
88,Mohammad,Rodriguez,M,"Sacramento--Roseville--Arden-Arcade, CA",free,325,0,Dwight Yoakam,You're The One,239.3073
88,Mohammad,Rodriguez,M,"Sacramento--Roseville--Arden-Arcade, CA",free,325,1,The Devil Wears Prada,Lord Xenu,205.66159
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,6,Eva Cassidy,Take Me To The River,248.86812
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,7,Mr. Oizo,Flat Beat,325.22404
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,8,Mariah Carey,Never Too Far,261.642
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,9,Kid Cudi Vs Crookers,Day 'N' Nite,162.97751
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,10,Pat Martino,El Hombre,355.94404
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,11,Jason Mraz,Geek In The Pink [Phil Tan Remix],218.40934
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,12,Dwight Yoakam,You're The One,239.3073
25,Jayden,Graves,M,"Marinette, WI-MI",paid,297,13,Smokey Robinson & The Miracles,I Second That Emotion,168.9073
83,Stefany,White,F,"Lubbock, TX",free,693,0,Rokia TraorÃÂ©,Zen,274.88608
40,Tucker,Garrison,M,"Oxnard-Thousand Oaks-Ventura, CA",free,555,1,Camila,Abrazame  (Version Acustica),230.81751
40,Tucker,Garrison,M,"Oxnard-Thousand Oaks-Ventura, CA",free,698,0,Carl Thomas,You Ain't Right (Album Version),196.67546
79,James,Martin,M,"Dallas-Fort Worth-Arlington, TX",free,78,0,N.E.R.D.,Provider (Remix Radio Edit),242.99057
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,3,Lil Jon / The East Side Boyz / DJ Flexx,Aww Skeet Skeet,285.30893
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,4,Enya,The Sun In The Stream,175.85587
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,5,Furthermore,We Need To Talk (She And I Album Version),278.41261
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,6,Kid Cudi / MGMT / Ratatat,Pursuit Of Happiness (nightmare),295.67955
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,7,Crosby_ Stills & Nash,Haven't We Lost Enough?  (LP Version),186.90567
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,8,Passion Pit,Sleepyhead,174.75873
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,9,Keith Sweat,Merry Go Round (Remastered Single Version),295.78404
35,Molly,Taylor,F,"St. Louis, MO-IL",free,634,1,Mariza,Rosa Branca,166.5824
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,10,In Flames,Like you better dead,202.84036
35,Molly,Taylor,F,"St. Louis, MO-IL",free,634,2,Cute Is What We Aim For,Newport Living (Album Version),211.33016
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,11,The All-American Rejects,Too Far Gone,245.02812
35,Molly,Taylor,F,"St. Louis, MO-IL",free,634,3,Cam'Ron / Juelz Santana / Un Kasa,Take Em To Church,228.38812
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,12,Sick Puppies,Don't Walk Away,227.83955
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,13,Rapsusklei,Nube Inerte (con Aniki),263.96689
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,14,Jonezetta,Untitled,35.63057
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,15,Cut Copy,A Dream,237.50485
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,16,BeyoncÃÂ©,Halo,261.74649
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,17,Easy Star All-Stars,Getting Better (feat. The Mighty Diamonds),198.94812
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,18,Blue Man Group,Sing Along [Featuring Dave Matthews],205.76608
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,19,Carpark North,Run,279.2224
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,20,The Fleetwoods,Come Softly To Me,146.05016
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,21,Radiohead,Let Down,298.13506
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,22,Gorillaz,Demon Days,268.45995
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,23,Reginald Dixon,Eton Boating Song/Wyoming Lullaby/The Wiffenpoof Song (Baa Baa Baa) (Medley),188.55138
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,24,Gorillaz,Pirate Jet,152.13669
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,25,OceanLab,Clear Blue Water,440.842
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,26,Macy Gray,Oh Yeah,236.09424
61,Samuel,Gonzalez,M,"Houston-The Woodlands-Sugar Land, TX",free,690,0,David Bowie,Sorrow (1997 Digital Remaster),174.41914
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,27,Tavares,Don't Take Away The Music,374.09914
61,Samuel,Gonzalez,M,"Houston-The Woodlands-Sugar Land, TX",free,690,1,The String Cheese Incident,Bigger Isn't Better,392.35873
78,Chloe,Roth,F,"Indianapolis-Carmel-Anderson, IN",free,511,0,Pixies,Break My Body,113.78893
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,28,Meet Me In St Louis,I've Got Knives In My Eyes I'm Going Home Sick,275.27791
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,29,Syd Barrett,Effervescing Elephant,114.65098
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,30,Cat Stevens,If You Want To Sing Out_ Sing Out,167.6273
8,Kaylee,Summers,F,"Phoenix-Mesa-Scottsdale, AZ",free,675,0,Cosmic Gate,I Feel Wonderful (AM to PM Mix),652.59057
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,31,Spoon,Who Makes Your Money,224.73098
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,32,The Dodos,Fools,282.53995
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,33,Cartola,Tive Sim,127.242
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,34,Supertramp,It's Raining Again,264.38485
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,35,The Ruts,West One (Shine On Me),338.96444
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,36,Marisa Monte,Abololo,157.98812
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,37,Smile Empty Soul,Bottom of a Bottle (Explicit Album Version),218.61832
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,38,M83,Unrecorded,251.79383
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,39,Beats Antique,Roustabout (Bassnectar REMIX),185.46893
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,40,Why?,The Vowels Pt. 2,246.07302
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,41,Chris Clark,From Head To Toe,162.11546
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,42,The Concretes,On The Radio (Edit),195.082
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,43,BeyoncÃÂ©,Halo,261.74649
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,44,Enya,Only Time (Original Version),218.53995
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,45,CÃÂ©line Dion,Ne me plaignez pas,219.37587
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,46,Rise Against,Audience Of One,245.96853
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,47,Kaiser Chiefs,Ruby,203.07546
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,48,Jag Panzer,Reign Of The Tyrants,217.99138
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,49,My Chemical Romance,The Ghost Of You (Album Version),203.41506
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,50,Zeromancer,Cupola,360.85506
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,51,The Cardigans,Losers,197.38077
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,52,Future Rock,Gears,239.90812
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,53,Lady GaGa,Alejandro,274.18077
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,54,Keyshia Cole,Superstar,227.60444
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,55,Big Star,When My Baby's Beside Me,203.51955
26,Ryan,Smith,M,"San Jose-Sunnyvale-Santa Clara, CA",free,686,1,Armin van Buuren,Hold On To Me,435.51302
29,Jacqueline,Lynch,F,"Atlanta-Sandy Springs-Roswell, GA",paid,589,56,Harmonia,Sehr kosmisch,655.77751
